id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights
190542,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3
190968,Brooklyn,Prospect Heights,Entire home/apt,215,3
190974,Brooklyn,Park Slope,Entire home/apt,130,3
191075,Manhattan,East Village,Private room,110,3
193105,Manhattan,Hell's Kitchen,Private room,150,28
193333,Brooklyn,Williamsburg,Private room,65,30
193393,Queens,Sunnyside,Private room,75,2
193853,Manhattan,Chelsea,Entire home/apt,149,6
194154,Manhattan,Upper West Side,Private room,89,6
195123,Manhattan,Washington Heights,Private room,50,1
195233,Brooklyn,Prospect-Lefferts Gardens,Private room,43,1
195240,Brooklyn,Prospect-Lefferts Gardens,Private room,42,1
195578,Brooklyn,Williamsburg,Private room,85,1
195971,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,3
195989,Brooklyn,Park Slope,Private room,105,1
196010,Brooklyn,Park Slope,Entire home/apt,265,5
197155,Manhattan,Hell's Kitchen,Entire home/apt,149,1
197753,Manhattan,Harlem,Private room,68,2
197942,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3
199195,Manhattan,Harlem,Private room,75,3
199312,Brooklyn,Williamsburg,Private room,100,2
200645,Manhattan,Upper East Side,Shared room,90,1
200955,Manhattan,East Village,Entire home/apt,160,30
201992,Brooklyn,Park Slope,Entire home/apt,190,4
202273,Brooklyn,Bedford-Stuyvesant,Private room,67,4
203901,Manhattan,Upper East Side,Entire home/apt,190,1
204065,Brooklyn,Clinton Hill,Entire home/apt,248,2
204833,Brooklyn,Williamsburg,Private room,100,6
204959,Manhattan,Chinatown,Private room,95,3
205043,Manhattan,Theater District,Private room,150,1
205485,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3
205735,Brooklyn,Bushwick,Private room,41,2
205867,Brooklyn,Williamsburg,Entire home/apt,120,4
206071,Bronx,Concourse Village,Private room,50,3
206316,Brooklyn,Fort Greene,Entire home/apt,157,2
206772,Brooklyn,Williamsburg,Entire home/apt,195,14
206957,Brooklyn,Sheepshead Bay,Entire home/apt,70,4
208148,Brooklyn,Williamsburg,Entire home/apt,185,3
208889,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3
209310,Queens,Sunnyside,Private room,50,28
211078,Brooklyn,Greenpoint,Entire home/apt,185,3
211974,Manhattan,East Village,Entire home/apt,250,1
212109,Manhattan,West Village,Private room,80,90
212178,Manhattan,Theater District,Entire home/apt,230,2
212544,Brooklyn,Gowanus,Entire home/apt,100,7
213272,Brooklyn,Bushwick,Private room,40,1
213330,Manhattan,Lower East Side,Private room,200,30
214917,Staten Island,Emerson Hill,Private room,80,2
215560,Brooklyn,Bedford-Stuyvesant,Private room,79,3
215784,Queens,Long Island City,Entire home/apt,95,30
215907,Manhattan,Upper West Side,Entire home/apt,300,2
217580,Brooklyn,Fort Hamilton,Entire home/apt,100,30
218358,Manhattan,Harlem,Private room,80,7
219066,Brooklyn,Bensonhurst,Entire home/apt,110,1
219482,Brooklyn,Clinton Hill,Entire home/apt,172,4
219793,Manhattan,Lower East Side,Entire home/apt,199,1
219818,Manhattan,Lower East Side,Entire home/apt,199,1
219922,Manhattan,Harlem,Private room,100,1
220351,Manhattan,Harlem,Private room,55,4
220563,Brooklyn,Bedford-Stuyvesant,Private room,75,3
220946,Manhattan,East Village,Entire home/apt,146,3
221043,Manhattan,NoHo,Private room,250,2
221097,Brooklyn,Greenpoint,Entire home/apt,116,29
221618,Manhattan,Tribeca,Private room,150,3
222054,Brooklyn,Park Slope,Private room,120,2
222304,Manhattan,Chelsea,Entire home/apt,199,4
223930,Brooklyn,Prospect Heights,Entire home/apt,150,5
224004,Manhattan,Harlem,Private room,69,1
224006,Manhattan,Harlem,Private room,300,55
224510,Brooklyn,Boerum Hill,Entire home/apt,230,4
225297,Manhattan,Midtown,Entire home/apt,125,4
225306,Brooklyn,Bedford-Stuyvesant,Private room,79,3
225887,Brooklyn,Fort Greene,Private room,130,3
225926,Brooklyn,Clinton Hill,Private room,239,1
225976,Staten Island,Shore Acres,Entire home/apt,75,6
226021,Brooklyn,Williamsburg,Entire home/apt,220,3
227715,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3
227735,Manhattan,East Village,Entire home/apt,288,2
228317,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,4
228496,Manhattan,West Village,Entire home/apt,225,3
228517,Manhattan,Chinatown,Private room,110,30
228925,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7
228979,Manhattan,Hell's Kitchen,Private room,130,2
229367,Manhattan,East Village,Private room,89,1
229874,Brooklyn,Sunset Park,Entire home/apt,200,5
230321,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2
230854,Bronx,Concourse,Private room,50,5
230877,Manhattan,East Harlem,Entire home/apt,135,28
230956,Manhattan,East Village,Private room,90,1
231414,Manhattan,SoHo,Private room,270,5
232612,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3
232618,Manhattan,East Harlem,Entire home/apt,145,1
233189,Manhattan,Hell's Kitchen,Entire home/apt,179,30
233638,Queens,Ridgewood,Private room,55,1
233662,Manhattan,Midtown,Private room,110,2
234184,Manhattan,Harlem,Entire home/apt,325,5
234870,Queens,Long Island City,Private room,75,30
235552,Brooklyn,South Slope,Entire home/apt,300,1
235651,Manhattan,West Village,Private room,130,30
235951,Manhattan,Midtown,Entire home/apt,190,30
235960,Manhattan,Lower East Side,Entire home/apt,200,3
236671,Brooklyn,Williamsburg,Entire home/apt,180,2
236788,Brooklyn,DUMBO,Entire home/apt,350,5
236806,Manhattan,East Village,Entire home/apt,160,4
237127,Manhattan,Kips Bay,Entire home/apt,195,30
237210,Manhattan,Greenwich Village,Entire home/apt,241,30
239055,Manhattan,Chinatown,Entire home/apt,300,7
239733,Queens,Ditmars Steinway,Entire home/apt,75,28
239766,Manhattan,Lower East Side,Entire home/apt,100,5
239826,Manhattan,Gramercy,Entire home/apt,399,1
239883,Brooklyn,Fort Greene,Private room,85,5
239899,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,21
240800,Brooklyn,Prospect Heights,Private room,55,1
241140,Brooklyn,Clinton Hill,Private room,438,1
241159,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,6
241862,Manhattan,West Village,Entire home/apt,200,2
242532,Brooklyn,Clinton Hill,Private room,279,1
242643,Brooklyn,Williamsburg,Entire home/apt,137,1
243229,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3
243708,Brooklyn,Williamsburg,Entire home/apt,199,30
245504,Manhattan,Inwood,Private room,71,4
245544,Bronx,Kingsbridge,Private room,42,2
245574,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2
245607,Manhattan,Chelsea,Entire home/apt,226,5
246134,Brooklyn,Crown Heights,Private room,85,3
246351,Manhattan,Gramercy,Entire home/apt,135,1
246916,Queens,Elmhurst,Entire home/apt,79,4
246938,Manhattan,Lower East Side,Entire home/apt,154,1
248865,Brooklyn,Greenpoint,Entire home/apt,199,3
248871,Manhattan,West Village,Entire home/apt,700,3
249414,Manhattan,West Village,Entire home/apt,246,4
249618,Manhattan,Washington Heights,Private room,125,60
249867,Brooklyn,Bedford-Stuyvesant,Private room,100,1
250259,Brooklyn,Williamsburg,Entire home/apt,295,5
250311,Brooklyn,Crown Heights,Private room,150,3
250323,Manhattan,Chinatown,Entire home/apt,119,1
250536,Manhattan,Harlem,Private room,125,1
250537,Manhattan,Harlem,Entire home/apt,400,5
250801,Manhattan,Greenwich Village,Entire home/apt,850,3
251262,Brooklyn,Williamsburg,Private room,129,2
251277,Manhattan,Upper West Side,Private room,140,1
252076,Manhattan,Chinatown,Private room,115,4
252607,Manhattan,East Harlem,Entire home/apt,200,3
253332,Brooklyn,Sunset Park,Entire home/apt,96,120
253466,Brooklyn,Greenpoint,Entire home/apt,199,3
253471,Brooklyn,Greenpoint,Entire home/apt,199,3
253475,Brooklyn,Greenpoint,Entire home/apt,199,3
253548,Brooklyn,Brighton Beach,Private room,69,1
253590,Manhattan,Upper West Side,Entire home/apt,185,2
253623,Manhattan,Harlem,Private room,81,2
253800,Brooklyn,Greenpoint,Entire home/apt,199,3
253803,Brooklyn,Greenpoint,Entire home/apt,199,3
253806,Brooklyn,Greenpoint,Entire home/apt,199,3
253811,Brooklyn,Greenpoint,Entire home/apt,199,3
253815,Brooklyn,Greenpoint,Entire home/apt,199,3
253828,Brooklyn,Greenpoint,Private room,349,3
253839,Brooklyn,Greenpoint,Private room,249,3
253842,Brooklyn,Greenpoint,Private room,299,3
253846,Brooklyn,Greenpoint,Private room,179,3
254131,Queens,Jackson Heights,Private room,54,5
254168,Brooklyn,Greenpoint,Private room,599,3
254409,Brooklyn,Clinton Hill,Entire home/apt,110,1
255024,Brooklyn,Bushwick,Entire home/apt,220,2
255476,Brooklyn,Williamsburg,Private room,89,30
255601,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,2
255957,Manhattan,Nolita,Entire home/apt,495,7
256078,Queens,Sunnyside,Entire home/apt,80,10
256328,Manhattan,Chelsea,Entire home/apt,760,2
256369,Brooklyn,Cobble Hill,Private room,98,4
257097,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,30
257568,Brooklyn,Cypress Hills,Private room,48,90
257787,Brooklyn,Williamsburg,Private room,64,3
258284,Brooklyn,Clinton Hill,Entire home/apt,154,3
258397,Brooklyn,Park Slope,Entire home/apt,139,3
258686,Queens,St. Albans,Private room,75,4
258688,Manhattan,West Village,Entire home/apt,325,4
258690,Manhattan,Chelsea,Entire home/apt,195,365
258740,Manhattan,Harlem,Private room,58,1
258838,Staten Island,Arrochar,Entire home/apt,250,2
258876,Staten Island,Arrochar,Private room,50,7
259946,Staten Island,Arrochar,Entire home/apt,125,2
260451,Brooklyn,Fort Greene,Entire home/apt,70,7
260765,Manhattan,Upper East Side,Entire home/apt,189,2
261194,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3
261259,Manhattan,West Village,Entire home/apt,145,7
261344,Manhattan,Financial District,Private room,101,7
261674,Manhattan,Chelsea,Private room,95,5
261781,Manhattan,West Village,Entire home/apt,375,7
262343,Manhattan,Lower East Side,Entire home/apt,153,31
262405,Brooklyn,East Flatbush,Entire home/apt,92,4
262478,Manhattan,Lower East Side,Private room,80,5
262583,Manhattan,West Village,Entire home/apt,300,4
263005,Brooklyn,Fort Greene,Entire home/apt,145,3
263190,Manhattan,East Village,Private room,88,2
263232,Manhattan,Harlem,Entire home/apt,155,1
263502,Brooklyn,Williamsburg,Entire home/apt,185,180
263776,Queens,Sunnyside,Private room,73,2
263888,Manhattan,Upper West Side,Entire home/apt,225,2
264323,Manhattan,Morningside Heights,Private room,85,7
265036,Brooklyn,Crown Heights,Private room,99,2
265064,Brooklyn,Cypress Hills,Private room,48,90
265145,Manhattan,Theater District,Entire home/apt,200,5
265506,Manhattan,Upper East Side,Entire home/apt,485,7
265831,Manhattan,Nolita,Entire home/apt,310,5
265912,Brooklyn,Williamsburg,Entire home/apt,110,4
266146,Manhattan,Upper West Side,Entire home/apt,109,30
266155,Manhattan,Upper West Side,Entire home/apt,167,30
266351,Brooklyn,Fort Greene,Entire home/apt,147,15
266437,Manhattan,Chelsea,Entire home/apt,220,4
266449,Manhattan,Lower East Side,Entire home/apt,195,4
266756,Manhattan,Little Italy,Entire home/apt,199,28
267376,Manhattan,Financial District,Private room,65,30
267435,Queens,Rego Park,Private room,55,1
267535,Bronx,Wakefield,Private room,50,2
267652,Brooklyn,Kensington,Private room,60,2
267708,Manhattan,East Harlem,Private room,99,3
268392,Manhattan,Harlem,Entire home/apt,130,2
268481,Brooklyn,Williamsburg,Entire home/apt,290,30
268868,Manhattan,Chelsea,Entire home/apt,350,3
269283,Brooklyn,Crown Heights,Private room,50,3
269889,Queens,Long Island City,Private room,96,2
270139,Brooklyn,Bushwick,Private room,45,15
270231,Queens,Woodside,Private room,85,2
270315,Brooklyn,Bedford-Stuyvesant,Private room,34,10
270345,Manhattan,East Village,Entire home/apt,250,3
270680,Brooklyn,Williamsburg,Private room,190,1
270681,Brooklyn,Williamsburg,Private room,75,2
271083,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,93,4
271128,Brooklyn,Bedford-Stuyvesant,Private room,60,5
271130,Brooklyn,Bedford-Stuyvesant,Private room,65,5
271694,Manhattan,Midtown,Entire home/apt,125,365
271950,Manhattan,Upper East Side,Entire home/apt,300,3
271954,Manhattan,Greenwich Village,Entire home/apt,150,2
272026,Manhattan,Washington Heights,Entire home/apt,56,122
272044,Manhattan,East Village,Entire home/apt,299,3
272427,Brooklyn,Greenpoint,Private room,60,4
272706,Brooklyn,Fort Greene,Entire home/apt,88,5
272738,Brooklyn,Williamsburg,Private room,60,2
273190,Manhattan,West Village,Entire home/apt,1300,5
273256,Manhattan,East Harlem,Private room,200,6
274062,Manhattan,Harlem,Private room,99,2
274329,Brooklyn,Bushwick,Entire home/apt,110,3
274376,Brooklyn,Clinton Hill,Entire home/apt,135,5
274743,Manhattan,Upper East Side,Entire home/apt,110,15
275976,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3
276216,Brooklyn,Sunset Park,Entire home/apt,127,180
276317,Brooklyn,Prospect Heights,Entire home/apt,402,3
276482,Manhattan,Harlem,Private room,85,6
277207,Brooklyn,Greenpoint,Private room,75,7
277370,Manhattan,East Village,Entire home/apt,139,30
277883,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,6
278090,Manhattan,East Harlem,Private room,50,3
278145,Queens,Astoria,Private room,30,5
278631,Manhattan,West Village,Entire home/apt,250,30
278876,Brooklyn,Crown Heights,Private room,64,1
279093,Manhattan,Harlem,Entire home/apt,300,3
279857,Brooklyn,Bedford-Stuyvesant,Entire home/apt,800,4
279969,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3
280315,Brooklyn,Crown Heights,Entire home/apt,250,5
281521,Manhattan,West Village,Entire home/apt,200,27
281756,Brooklyn,Greenpoint,Entire home/apt,140,5
281851,Manhattan,Harlem,Private room,130,1
282341,Brooklyn,Kensington,Entire home/apt,90,30
282443,Manhattan,Chinatown,Entire home/apt,90,3
282514,Brooklyn,Bedford-Stuyvesant,Private room,97,3
282863,Brooklyn,Gowanus,Entire home/apt,91,6
282977,Brooklyn,Park Slope,Private room,125,3
283072,Brooklyn,Cypress Hills,Private room,75,7
283090,Manhattan,East Village,Entire home/apt,180,7
283184,Brooklyn,Williamsburg,Entire home/apt,300,7
283272,Brooklyn,Williamsburg,Entire home/apt,100,19
283550,Manhattan,Hell's Kitchen,Entire home/apt,175,3
284208,Brooklyn,South Slope,Private room,65,4
284855,Manhattan,West Village,Entire home/apt,240,5
285442,Manhattan,East Village,Private room,300,6
285492,Manhattan,Chelsea,Entire home/apt,385,1
285716,Brooklyn,Bushwick,Private room,47,15
286662,Brooklyn,Crown Heights,Entire home/apt,110,3
286838,Manhattan,Harlem,Private room,75,2
287397,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3
287408,Manhattan,Hell's Kitchen,Entire home/apt,165,2
287417,Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,2
287421,Brooklyn,Cobble Hill,Entire home/apt,140,3
287481,Brooklyn,Williamsburg,Entire home/apt,120,6
287839,Brooklyn,Fort Greene,Entire home/apt,175,3
287845,Brooklyn,Carroll Gardens,Entire home/apt,275,31
289020,Manhattan,East Village,Entire home/apt,179,8
289037,Brooklyn,Carroll Gardens,Entire home/apt,189,2
289288,Manhattan,East Village,Entire home/apt,219,2
289665,Manhattan,West Village,Entire home/apt,450,20
289703,Manhattan,SoHo,Entire home/apt,249,5
289958,Queens,Long Island City,Private room,65,2
289995,Brooklyn,Greenpoint,Entire home/apt,250,4
290457,Manhattan,Chinatown,Entire home/apt,139,30
291524,Manhattan,Upper West Side,Entire home/apt,209,7
291714,Brooklyn,Crown Heights,Entire home/apt,120,5
291812,Queens,Astoria,Entire home/apt,70,5
292047,Manhattan,West Village,Private room,90,3
292121,Manhattan,Hell's Kitchen,Entire home/apt,199,3
292266,Brooklyn,Bushwick,Private room,50,60
292637,Brooklyn,Crown Heights,Entire home/apt,100,5
293004,Manhattan,Harlem,Entire home/apt,110,1
293837,Brooklyn,Williamsburg,Entire home/apt,157,4
294227,Brooklyn,Greenpoint,Entire home/apt,199,3
294239,Queens,Astoria,Entire home/apt,192,3
294242,Brooklyn,Greenpoint,Entire home/apt,199,3
294250,Manhattan,Upper West Side,Entire home/apt,150,1
294259,Brooklyn,Greenpoint,Entire home/apt,199,3
294263,Brooklyn,Greenpoint,Entire home/apt,199,3
294280,Brooklyn,Greenpoint,Entire home/apt,199,3
294297,Brooklyn,Williamsburg,Entire home/apt,105,3
294353,Brooklyn,Williamsburg,Private room,135,28
294490,Brooklyn,Greenpoint,Entire home/apt,199,3
294717,Brooklyn,Williamsburg,Private room,125,3
295231,Brooklyn,Williamsburg,Private room,60,7
295379,Brooklyn,Williamsburg,Entire home/apt,85,1
295998,Manhattan,Upper West Side,Entire home/apt,300,3
296345,Brooklyn,Williamsburg,Private room,75,2
296361,Queens,Elmhurst,Private room,55,1
296658,Brooklyn,Crown Heights,Private room,44,5
296717,Brooklyn,Bedford-Stuyvesant,Private room,55,5
296844,Brooklyn,Williamsburg,Private room,30,3
297611,Brooklyn,Fort Greene,Private room,35,3
297962,Brooklyn,Williamsburg,Private room,70,1
298073,Brooklyn,Williamsburg,Entire home/apt,130,14
298759,Brooklyn,Bedford-Stuyvesant,Private room,52,2
298854,Brooklyn,Williamsburg,Private room,75,3
299062,Manhattan,Upper East Side,Private room,190,3
299078,Manhattan,SoHo,Entire home/apt,250,5
299531,Brooklyn,East New York,Entire home/apt,100,1
299699,Brooklyn,Greenpoint,Entire home/apt,130,4
301034,Manhattan,Harlem,Private room,140,2
302057,Brooklyn,Flatbush,Private room,75,2
302758,Manhattan,East Harlem,Entire home/apt,150,7
303345,Manhattan,East Harlem,Entire home/apt,90,3
303462,Manhattan,Upper West Side,Entire home/apt,295,1
304799,Manhattan,Upper West Side,Entire home/apt,150,2
305211,Brooklyn,Williamsburg,Entire home/apt,180,3
306702,Brooklyn,Fort Greene,Private room,135,3
306799,Brooklyn,Bushwick,Private room,65,5
309342,Manhattan,Upper West Side,Private room,99,3
310220,Brooklyn,Greenpoint,Private room,149,14
310272,Staten Island,Clifton,Private room,59,1
310325,Manhattan,Harlem,Private room,75,3
310338,Manhattan,Harlem,Private room,75,3
310524,Brooklyn,Bedford-Stuyvesant,Private room,75,3
310796,Manhattan,Upper West Side,Entire home/apt,109,30
311003,Brooklyn,Crown Heights,Entire home/apt,225,4
311343,Manhattan,East Harlem,Private room,86,3
311356,Queens,Ridgewood,Private room,52,2
312429,Brooklyn,Prospect Heights,Private room,100,2
313890,Manhattan,Lower East Side,Entire home/apt,99,30
314982,Manhattan,East Village,Private room,89,3
316238,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2
317838,Manhattan,West Village,Entire home/apt,199,14
317905,Brooklyn,Kensington,Entire home/apt,89,3
318021,Manhattan,Harlem,Private room,110,3
318187,Brooklyn,Bushwick,Entire home/apt,120,2
319724,Brooklyn,Williamsburg,Private room,59,3
319798,Brooklyn,Bay Ridge,Private room,49,4
319844,Brooklyn,Greenpoint,Private room,79,14
320865,Manhattan,Harlem,Entire home/apt,135,30
320876,Brooklyn,South Slope,Entire home/apt,185,2
320877,Brooklyn,Williamsburg,Entire home/apt,225,4
321014,Manhattan,Gramercy,Entire home/apt,245,5
321136,Manhattan,Washington Heights,Entire home/apt,115,3
322037,Brooklyn,Williamsburg,Entire home/apt,325,2
322604,Brooklyn,Williamsburg,Private room,95,2
322974,Manhattan,West Village,Private room,120,2
323706,Manhattan,Upper West Side,Entire home/apt,499,30
324115,Brooklyn,Williamsburg,Private room,75,2
324517,Manhattan,Upper East Side,Private room,109,1
324800,Brooklyn,Williamsburg,Entire home/apt,160,3
325429,Manhattan,Upper East Side,Entire home/apt,219,4
326832,Manhattan,Upper East Side,Entire home/apt,159,2
326956,Brooklyn,Clinton Hill,Private room,180,3
327521,Manhattan,East Village,Entire home/apt,150,5
327778,Manhattan,Kips Bay,Entire home/apt,106,3
328040,Manhattan,Midtown,Entire home/apt,299,10
328693,Manhattan,Upper West Side,Entire home/apt,179,3
328744,Brooklyn,Crown Heights,Entire home/apt,165,3
329064,Brooklyn,Flatbush,Entire home/apt,500,4
329310,Manhattan,Chinatown,Entire home/apt,250,15
329385,Manhattan,Inwood,Private room,87,7
333189,Brooklyn,Williamsburg,Private room,79,4
333323,Manhattan,Hell's Kitchen,Private room,75,2
334607,Brooklyn,Williamsburg,Entire home/apt,200,30
